2010-04-23,2,2,2,2,2,2
2010-04-24,2.006283144,2.006283144,2.006283144,2.006283144,2.006283144,2.006283144
2010-04-25,2.01256604,2.01256604,2.01256604,2.01256604,2.01256604,2.01256604
2010-04-26,2.01884844,2.01884844,2.01884844,2.01884844,2.01884844,2.01884844
2010-04-27,2.025130095,2.025130095,2.025130095,2.025130095,2.025130095,2.025130095
2010-04-28,2.031410759,2.031410759,2.031410759,2.031410759,2.031410759,2.031410759
2010-04-29,2.037690183,2.037690183,2.037690183,2.037690183,2.037690183,2.037690183
2010-04-30,2.043968118,2.043968118,2.043968118,2.043968118,2.043968118,2.043968118
2010-05-01,2.050244318,2.050244318,2.050244318,2.050244318,2.050244318,2.050244318
2010-05-02,2.056518534,2.056518534,2.056518534,2.056518534,2.056518534,2.056518534
2010-05-03,2.06279052,2.06279052,2.06279052,2.06279052,2.06279052,2.06279052
2010-05-04,2.069060026,2.069060026,2.069060026,2.069060026,2.069060026,2.069060026
2010-05-05,2.075326806,2.075326806,2.075326806,2.075326806,2.075326806,2.075326806
2010-05-06,2.081590612,2.081590612,2.081590612,2.081590612,2.081590612,2.081590612
2010-05-07,2.087851197,2.087851197,2.087851197,2.087851197,2.087851197,2.087851197
2010-05-08,2.094108313,2.094108313,2.094108313,2.094108313,2.094108313,2.094108313
2010-05-09,2.100361715,2.100361715,2.100361715,2.100361715,2.100361715,2.100361715
2010-05-10,2.106611154,2.106611154,2.106611154,2.106611154,2.106611154,2.106611154
2010-05-11,2.112856385,2.112856385,2.112856385,2.112856385,2.112856385,2.112856385
2010-05-12,2.11909716,2.11909716,2.11909716,2.11909716,2.11909716,2.11909716
2010-05-13,2.125333234,2.125333234,2.125333234,2.125333234,2.125333234,2.125333234
2010-05-14,2.131564359,2.131564359,2.131564359,2.131564359,2.131564359,2.131564359
2010-05-15,2.137790291,2.137790291,2.137790291,2.137790291,2.137790291,2.137790291
2010-05-16,2.144010783,2.144010783,2.144010783,2.144010783,2.144010783,2.144010783
2010-05-17,2.150225589,2.150225589,2.150225589,2.150225589,2.150225589,2.150225589
2010-05-18,2.156434465,2.156434465,2.156434465,2.156434465,2.156434465,2.156434465
2010-05-19,2.162637165,2.162637165,2.162637165,2.162637165,2.162637165,2.162637165
2010-05-20,2.168833445,2.168833445,2.168833445,2.168833445,2.168833445,2.168833445
2010-05-21,2.175023059,2.175023059,2.175023059,2.175023059,2.175023059,2.175023059
2010-05-22,2.181205764,2.181205764,2.181205764,2.181205764,2.181205764,2.181205764
2010-05-23,2.187381315,2.187381315,2.187381315,2.187381315,2.187381315,2.187381315
2010-05-24,2.193549468,2.193549468,2.193549468,2.193549468,2.193549468,2.193549468
2010-05-25,2.199709981,2.199709981,2.199709981,2.199709981,2.199709981,2.199709981
2010-05-26,2.205862609,2.205862609,2.205862609,2.205862609,2.205862609,2.205862609
2010-05-27,2.21200711,2.21200711,2.21200711,2.21200711,2.21200711,2.21200711
2010-05-28,2.218143241,2.218143241,2.218143241,2.218143241,2.218143241,2.218143241
2010-05-29,2.224270761,2.224270761,2.224270761,2.224270761,2.224270761,2.224270761
2010-05-30,2.230389427,2.230389427,2.230389427,2.230389427,2.230389427,2.230389427
2010-05-31,2.236498997,2.236498997,2.236498997,2.236498997,2.236498997,2.236498997
2010-06-01,2.242599231,2.242599231,2.242599231,2.242599231,2.242599231,2.242599231
2010-06-02,2.248689887,2.248689887,2.248689887,2.248689887,2.248689887,2.248689887
2010-06-03,2.254770726,2.254770726,2.254770726,2.254770726,2.254770726,2.254770726
2010-06-04,2.260841506,2.260841506,2.260841506,2.260841506,2.260841506,2.260841506
2010-06-05,2.266901989,2.266901989,2.266901989,2.266901989,2.266901989,2.266901989
2010-06-06,2.272951936,2.272951936,2.272951936,2.272951936,2.272951936,2.272951936
2010-06-07,2.278991106,2.278991106,2.278991106,2.278991106,2.278991106,2.278991106
2010-06-08,2.285019262,2.285019262,2.285019262,2.285019262,2.285019262,2.285019262
2010-06-09,2.291036167,2.291036167,2.291036167,2.291036167,2.291036167,2.291036167
2010-06-10,2.297041582,2.297041582,2.297041582,2.297041582,2.297041582,2.297041582
2010-06-11,2.30303527,2.30303527,2.30303527,2.30303527,2.30303527,2.30303527
2010-06-12,2.309016994,2.309016994,2.309016994,2.309016994,2.309016994,2.309016994
2010-06-13,2.31498652,2.31498652,2.31498652,2.31498652,2.31498652,2.31498652
2010-06-14,2.32094361,2.32094361,2.32094361,2.32094361,2.32094361,2.32094361
2010-06-15,2.32688803,2.32688803,2.32688803,2.32688803,2.32688803,2.32688803
2010-06-16,2.332819545,2.332819545,2.332819545,2.332819545,2.332819545,2.332819545
2010-06-17,2.33873792,2.33873792,2.33873792,2.33873792,2.33873792,2.33873792
2010-06-18,2.344642923,2.344642923,2.344642923,2.344642923,2.344642923,2.344642923
2010-06-19,2.35053432,2.35053432,2.35053432,2.35053432,2.35053432,2.35053432
2010-06-20,2.356411879,2.356411879,2.356411879,2.356411879,2.356411879,2.356411879
2010-06-21,2.362275367,2.362275367,2.362275367,2.362275367,2.362275367,2.362275367
2010-06-22,2.368124553,2.368124553,2.368124553,2.368124553,2.368124553,2.368124553
2010-06-23,2.373959206,2.373959206,2.373959206,2.373959206,2.373959206,2.373959206
2010-06-24,2.379779096,2.379779096,2.379779096,2.379779096,2.379779096,2.379779096
2010-06-25,2.385583992,2.385583992,2.385583992,2.385583992,2.385583992,2.385583992
2010-06-26,2.391373667,2.391373667,2.391373667,2.391373667,2.391373667,2.391373667
2010-06-27,2.397147891,2.397147891,2.397147891,2.397147891,2.397147891,2.397147891
2010-06-28,2.402906436,2.402906436,2.402906436,2.402906436,2.402906436,2.402906436
2010-06-29,2.408649075,2.408649075,2.408649075,2.408649075,2.408649075,2.408649075
2010-06-30,2.414375581,2.414375581,2.414375581,2.414375581,2.414375581,2.414375581
2010-07-01,2.420085728,2.420085728,2.420085728,2.420085728,2.420085728,2.420085728
2010-07-02,2.425779292,2.425779292,2.425779292,2.425779292,2.425779292,2.425779292
2010-07-03,2.431456046,2.431456046,2.431456046,2.431456046,2.431456046,2.431456046
